booking_id,user_id,event_date,ticket_type,price,revenue_id,revenue_date,tax,total
28,602,2024-11-21,Regular,72.47,28,2024-11-21,5.07,77.54
29,104,2024-02-09,Regular,69.56,29,2024-02-09,4.87,74.43
30,393,2024-01-27,Regular,55.5,30,2024-01-27,3.88,59.38
31,631,2023-07-12,Regular,56.32,31,2023-07-12,3.94,60.26
32,645,2024-08-26,Regular,54.51,32,2024-08-26,3.82,58.33
33,824,2023-03-19,Regular,79.37,33,2023-03-19,5.56,84.93
34,608,2023-03-26,Premium,69.62,34,2023-03-26,4.87,74.49
35,980,2023-01-30,Regular,81.61,35,2023-01-30,5.71,87.32
36,434,2024-12-25,Regular,50.82,36,2024-12-25,3.56,54.38
37,331,2023-02-18,VIP,57.89,37,2023-02-18,4.05,61.94
38,143,2023-05-25,Premium,57.55,38,2023-05-25,4.03,61.58
39,800,2023-03-10,Premium,118.39,39,2023-03-10,8.29,126.68
40,540,2023-02-27,Regular,71.69,40,2023-02-27,5.02,76.71
41,278,2024-11-27,Premium,73.67,41,2024-11-27,5.16,78.83
42,233,2024-07-27,Regular,73.45,42,2024-07-27,5.14,78.59
43,529,2024-04-23,Regular,106.06,43,2024-04-23,7.42,113.48
44,571,2024-03-20,Regular,42.73,44,2024-03-20,2.99,45.72
45,90,2023-10-23,Regular,73.8,45,2023-10-23,5.17,78.97
46,492,2024-11-08,Premium,42.55,46,2024-11-08,2.98,45.53
47,199,2023-06-20,Regular,27.4,47,2023-06-20,1.92,29.32
48,362,2024-07-28,Premium,60.32,48,2024-07-28,4.22,64.54
49,441,2023-05-27,Premium,83.24,49,2023-05-27,5.83,89.07
50,26,2024-04-28,Regular,59.04,50,2024-04-28,4.13,63.17
51,25,2023-11-02,Regular,82.92,51,2023-11-02,5.8,88.72
52,394,2024-11-03,Regular,77.13,52,2024-11-03,5.4,82.53
53,507,2024-10-14,Regular,72.22,53,2024-10-14,5.06,77.28
54,301,2024-08-31,Regular,100.3,54,2024-08-31,7.02,107.32
55,339,2024-03-21,VIP,63.08,55,2024-03-21,4.42,67.5
56,267,2023-08-09,Regular,82.61,56,2023-08-09,5.78,88.39
57,461,2024-07-08,Regular,38.94,57,2024-07-08,2.73,41.67
58,693,2024-01-13,Premium,76.98,58,2024-01-13,5.39,82.37
59,456,2024-09-11,Regular,69.86,59,2024-09-11,4.89,74.75
60,360,2023-09-23,Premium,51.36,60,2023-09-23,3.6,54.96
61,68,2023-04-05,Regular,82.97,61,2023-04-05,5.81,88.78
62,863,2023-09-19,Regular,60.22,62,2023-09-19,4.22,64.44
63,412,2023-03-12,Regular,109.64,63,2023-03-12,7.67,117.31
64,971,2023-08-07,Regular,26.32,64,2023-08-07,1.84,28.16
65,491,2024-06-16,Regular,79.97,65,2024-06-16,5.6,85.57
66,833,2023-04-02,Premium,75.85,66,2023-04-02,5.31,81.16
67,49,2023-05-07,Regular,69.38,67,2023-05-07,4.86,74.24
68,687,2023-03-21,VIP,64.42,68,2023-03-21,4.51,68.93
69,564,2023-08-26,Regular,76.37,69,2023-08-26,5.35,81.72
70,102,2024-01-07,Regular,96.24,70,2024-01-07,6.74,102.98
71,216,2024-04-30,Regular,41.56,71,2024-04-30,2.91,44.47
72,438,2024-11-24,VIP,58.88,72,2024-11-24,4.12,63.0
73,700,2023-01-25,Regular,53.99,73,2023-01-25,3.78,57.77
74,569,2023-06-05,Regular,53.05,74,2023-06-05,3.71,56.76
75,559,2024-05-31,Premium,81.85,75,2024-05-31,5.73,87.58
76,159,2024-09-23,Regular,86.79,76,2024-09-23,6.08,92.87
77,489,2024-06-13,Premium,96.3,77,2024-06-13,6.74,103.04
78,686,2024-12-10,Regular,87.1,78,2024-12-10,6.1,93.2
79,242,2023-02-26,Premium,88.72,79,2023-02-26,6.21,94.93
80,794,2024-08-27,VIP,46.76,80,2024-08-27,3.27,50.03
81,753,2023-01-19,Premium,104.67,81,2023-01-19,7.33,112.0
82,882,2024-01-19,Regular,70.8,82,2024-01-19,4.96,75.76
83,5,2023-07-12,Regular,95.66,83,2023-07-12,6.7,102.36
84,596,2023-08-25,VIP,47.48,84,2023-08-25,3.32,50.8
85,820,2024-01-22,Regular,70.17,85,2024-01-22,4.91,75.08
86,361,2024-03-01,Regular,93.86,86,2024-03-01,6.57,100.43
87,459,2023-10-04,Premium,75.56,87,2023-10-04,5.29,80.85
88,248,2023-08-15,Regular,59.92,88,2023-08-15,4.19,64.11
89,566,2024-07-05,Regular,101.2,89,2024-07-05,7.08,108.28
90,673,2023-11-19,Regular,51.57,90,2023-11-19,3.61,55.18
91,946,2023-06-02,Regular,74.59,91,2023-06-02,5.22,79.81
92,422,2024-09-30,Regular,87.8,92,2024-09-30,6.15,93.95
93,923,2023-08-25,Premium,116.91,93,2023-08-25,8.18,125.09
94,738,2023-02-24,Regular,65.83,94,2023-02-24,4.61,70.44
95,15,2024-03-11,Premium,69.47,95,2024-03-11,4.86,74.33
96,736,2024-11-14,Premium,66.11,96,2024-11-14,4.63,70.74
97,573,2023-04-19,Premium,79.77,97,2023-04-19,5.58,85.35
98,122,2023-07-03,Regular,86.76,98,2023-07-03,6.07,92.83
99,277,2024-01-03,Premium,96.87,99,2024-01-03,6.78,103.65
100,558,2023-07-17,Regular,90.12,100,2023-07-17,6.31,96.43
101,453,2024-01-06,Regular,65.05,101,2024-01-06,4.55,69.6
102,390,2024-01-08,Premium,91.27,102,2024-01-08,6.39,97.66
103,294,2024-05-11,Regular,76.83,103,2024-05-11,5.38,82.21
104,574,2024-08-21,VIP,89.91,104,2024-08-21,6.29,96.2
105,598,2023-07-20,Regular,91.05,105,2023-07-20,6.37,97.42
106,446,2024-05-23,Premium,107.6,106,2024-05-23,7.53,115.13
107,210,2023-11-18,Regular,67.91,107,2023-11-18,4.75,72.66
108,590,2023-10-02,VIP,64.09,108,2023-10-02,4.49,68.58
109,714,2023-07-30,Regular,83.94,109,2023-07-30,5.88,89.82
110,302,2024-05-18,Regular,98.65,110,2024-05-18,6.91,105.56
111,909,2023-04-28,Regular,76.16,111,2023-04-28,5.33,81.49
112,223,2024-12-03,Regular,99.95,112,2024-12-03,7.0,106.95
113,734,2024-07-07,Regular,88.8,113,2024-07-07,6.22,95.02
114,3,2023-02-11,Regular,70.98,114,2023-02-11,4.97,75.95
115,990,2023-11-11,Regular,86.27,115,2023-11-11,6.04,92.31
116,518,2023-11-25,Regular,66.3,116,2023-11-25,4.64,70.94
117,93,2023-01-17,Regular,79.77,117,2023-01-17,5.58,85.35
118,520,2023-10-10,Premium,53.54,118,2023-10-10,3.75,57.29
119,428,2023-09-15,Premium,73.64,119,2023-09-15,5.15,78.79
120,493,2024-07-28,Premium,94.99,120,2024-07-28,6.65,101.64
121,235,2024-07-27,Premium,90.34,121,2024-07-27,6.32,96.66
122,620,2024-09-03,Regular,87.42,122,2024-09-03,6.12,93.54
123,161,2023-01-19,Regular,80.75,123,2023-01-19,5.65,86.4
124,721,2024-06-12,Regular,78.2,124,2024-06-12,5.47,83.67
125,752,2024-02-27,Premium,49.66,125,2024-02-27,3.48,53.14
126,331,2024-04-10,VIP,70.88,126,2024-04-10,4.96,75.84
127,333,2024-01-08,Regular,78.65,127,2024-01-08,5.51,84.16
128,50,2023-03-22,Regular,52.51,128,2023-03-22,3.68,56.19
129,523,2024-07-04,Regular,39.96,129,2024-07-04,2.8,42.76
130,863,2024-07-01,Regular,97.58,130,2024-07-01,6.83,104.41
131,668,2024-02-28,Regular,76.02,131,2024-02-28,5.32,81.34
132,492,2024-03-04,Regular,79.2,132,2024-03-04,5.54,84.74
133,582,2024-01-23,VIP,86.11,133,2024-01-23,6.03,92.14
134,681,2024-12-09,Regular,55.36,134,2024-12-09,3.88,59.24
135,272,2024-10-31,VIP,66.93,135,2024-10-31,4.69,71.62
136,580,2023-07-23,Premium,105.08,136,2023-07-23,7.36,112.44
137,867,2023-07-15,Premium,65.23,137,2023-07-15,4.57,69.8
138,252,2024-12-28,Premium,69.68,138,2024-12-28,4.88,74.56
139,560,2023-10-12,Premium,61.61,139,2023-10-12,4.31,65.92
140,696,2023-07-15,Premium,60.18,140,2023-07-15,4.21,64.39
141,832,2023-11-03,Premium,97.11,141,2023-11-03,6.8,103.91
142,699,2024-10-25,Regular,25.47,142,2024-10-25,1.78,27.25
143,90,2023-01-14,VIP,65.86,143,2023-01-14,4.61,70.47
144,446,2023-05-26,Premium,79.51,144,2023-05-26,5.57,85.08
145,332,2023-02-26,Premium,108.94,145,2023-02-26,7.63,116.57
146,139,2024-12-23,Premium,52.3,146,2024-12-23,3.66,55.96
147,357,2023-07-29,Regular,48.89,147,2023-07-29,3.42,52.31
148,601,2024-06-12,Regular,57.8,148,2024-06-12,4.05,61.85
149,274,2023-12-10,Regular,89.03,149,2023-12-10,6.23,95.26
150,19,2024-12-15,Regular,77.51,150,2024-12-15,5.43,82.94
151,983,2024-09-02,Premium,46.15,151,2024-09-02,3.23,49.38
152,311,2023-10-06,Regular,76.99,152,2023-10-06,5.39,82.38
153,870,2023-07-28,Regular,106.03,153,2023-07-28,7.42,113.45
154,886,2024-10-02,Regular,80.29,154,2024-10-02,5.62,85.91
155,978,2023-12-01,Regular,78.29,155,2023-12-01,5.48,83.77
156,154,2023-10-15,Premium,79.49,156,2023-10-15,5.56,85.05
157,390,2023-09-09,Premium,83.29,157,2023-09-09,5.83,89.12
158,260,2023-09-22,Regular,49.66,158,2023-09-22,3.48,53.14
159,620,2023-09-28,Regular,70.36,159,2023-09-28,4.93,75.29
160,883,2024-11-30,Regular,71.4,160,2024-11-30,5.0,76.4
161,797,2024-02-23,Regular,65.33,161,2024-02-23,4.57,69.9
162,571,2024-12-26,Regular,88.72,162,2024-12-26,6.21,94.93
163,125,2023-07-30,VIP,62.32,163,2023-07-30,4.36,66.68
164,354,2023-12-31,Regular,67.8,164,2023-12-31,4.75,72.55
165,273,2023-03-17,Regular,49.8,165,2023-03-17,3.49,53.29
166,619,2024-10-21,Regular,82.57,166,2024-10-21,5.78,88.35
167,811,2023-11-17,Premium,93.84,167,2023-11-17,6.57,100.41
168,245,2024-12-25,Premium,67.78,168,2024-12-25,4.74,72.52
169,848,2024-03-08,Premium,91.15,169,2024-03-08,6.38,97.53
170,450,2023-04-19,Regular,72.06,170,2023-04-19,5.04,77.1
171,930,2024-10-02,Premium,24.45,171,2024-10-02,1.71,26.16
172,247,2024-06-05,Regular,73.97,172,2024-06-05,5.18,79.15
173,520,2023-02-16,Regular,71.49,173,2023-02-16,5.0,76.49
174,141,2024-01-14,Regular,77.06,174,2024-01-14,5.39,82.45
175,362,2023-04-06,Regular,80.06,175,2023-04-06,5.6,85.66
176,8,2023-04-13,Premium,61.32,176,2023-04-13,4.29,65.61
177,478,2023-05-26,VIP,104.43,177,2023-05-26,7.31,111.74
178,352,2023-01-27,Regular,73.68,178,2023-01-27,5.16,78.84
179,996,2024-06-13,Premium,71.01,179,2024-06-13,4.97,75.98
180,495,2024-11-09,Premium,89.89,180,2024-11-09,6.29,96.18
181,606,2023-03-23,VIP,75.37,181,2023-03-23,5.28,80.65
182,833,2024-03-03,Regular,126.32,182,2024-03-03,8.84,135.16
183,427,2024-08-06,Regular,70.8,183,2024-08-06,4.96,75.76
184,39,2024-04-23,Regular,82.04,184,2024-04-23,5.74,87.78
185,593,2023-06-11,Premium,60.02,185,2023-06-11,4.2,64.22
186,187,2024-02-06,Regular,92.41,186,2024-02-06,6.47,98.88
187,596,2024-05-22,Regular,81.17,187,2024-05-22,5.68,86.85
188,600,2023-02-07,Regular,68.22,188,2023-02-07,4.78,73.0
189,754,2024-05-25,Regular,57.55,189,2024-05-25,4.03,61.58
190,854,2024-01-28,Premium,48.81,190,2024-01-28,3.42,52.23
191,93,2024-12-13,Premium,83.37,191,2024-12-13,5.84,89.21
192,86,2024-05-08,Premium,47.26,192,2024-05-08,3.31,50.57
193,44,2023-07-19,Premium,101.17,193,2023-07-19,7.08,108.25
194,137,2023-09-12,Regular,49.74,194,2023-09-12,3.48,53.22
195,421,2023-06-28,Regular,71.43,195,2023-06-28,5.0,76.43
196,74,2024-06-30,Regular,57.37,196,2024-06-30,4.02,61.39
197,548,2024-08-16,Regular,75.65,197,2024-08-16,5.3,80.95
198,613,2024-01-24,Regular,75.53,198,2024-01-24,5.29,80.82
199,988,2024-02-02,Premium,83.9,199,2024-02-02,5.87,89.77
200,512,2023-06-07,Regular,44.47,200,2023-06-07,3.11,47.58
201,156,2023-01-04,Premium,59.73,201,2023-01-04,4.18,63.91
202,938,2023-06-16,Regular,94.41,202,2023-06-16,6.61,101.02
203,255,2024-04-12,Regular,88.17,203,2024-04-12,6.17,94.34
204,171,2024-02-13,Regular,25.01,204,2024-02-13,1.75,26.76
205,981,2024-02-16,Regular,82.54,205,2024-02-16,5.78,88.32
206,728,2023-07-23,Regular,54.35,206,2023-07-23,3.8,58.15
207,170,2023-07-13,Regular,63.16,207,2023-07-13,4.42,67.58
208,764,2023-08-23,Regular,70.45,208,2023-08-23,4.93,75.38
209,872,2024-12-18,Regular,106.15,209,2024-12-18,7.43,113.58
210,322,2023-05-30,Regular,54.15,210,2023-05-30,3.79,57.94
211,567,2023-06-08,Premium,46.92,211,2023-06-08,3.28,50.2
212,456,2023-10-06,Premium,84.01,212,2023-10-06,5.88,89.89
213,944,2024-02-08,Regular,74.44,213,2024-02-08,5.21,79.65
214,603,2024-11-08,Premium,99.14,214,2024-11-08,6.94,106.08
215,790,2023-11-07,Premium,67.94,215,2023-11-07,4.76,72.7
216,613,2023-03-09,Premium,99.22,216,2023-03-09,6.95,106.17
217,155,2024-04-07,Regular,75.33,217,2024-04-07,5.27,80.6
218,889,2023-03-29,Regular,85.58,218,2023-03-29,5.99,91.57
219,349,2023-08-05,Premium,107.48,219,2023-08-05,7.52,115.0
220,451,2023-01-01,Regular,71.66,220,2023-01-01,5.02,76.68
221,876,2023-05-15,VIP,95.89,221,2023-05-15,6.71,102.6
222,653,2024-11-27,Premium,62.73,222,2024-11-27,4.39,67.12
223,173,2023-12-17,Regular,79.55,223,2023-12-17,5.57,85.12
224,10,2023-05-20,Regular,46.11,224,2023-05-20,3.23,49.34
225,740,2024-09-09,Regular,64.91,225,2024-09-09,4.54,69.45
226,265,2023-05-13,Regular,53.84,226,2023-05-13,3.77,57.61
227,438,2024-09-11,Regular,99.42,227,2024-09-11,6.96,106.38
228,760,2023-06-27,Regular,109.78,228,2023-06-27,7.68,117.46
229,247,2023-12-24,Regular,67.91,229,2023-12-24,4.75,72.66
230,667,2024-01-15,Regular,59.54,230,2024-01-15,4.17,63.71
231,546,2024-10-19,VIP,48.72,231,2024-10-19,3.41,52.13
232,499,2024-03-25,Regular,80.29,232,2024-03-25,5.62,85.91
233,129,2024-08-08,VIP,62.95,233,2024-08-08,4.41,67.36
234,672,2024-04-07,VIP,64.03,234,2024-04-07,4.48,68.51
235,601,2023-04-18,Regular,107.59,235,2023-04-18,7.53,115.12
236,605,2023-05-02,Premium,69.07,236,2023-05-02,4.83,73.9
237,327,2023-01-17,Regular,86.73,237,2023-01-17,6.07,92.8
238,753,2023-07-15,Premium,76.06,238,2023-07-15,5.32,81.38
239,835,2023-11-23,Regular,47.9,239,2023-11-23,3.35,51.25
240,980,2023-11-14,Regular,38.1,240,2023-11-14,2.67,40.77
241,404,2024-04-23,Regular,84.75,241,2024-04-23,5.93,90.68
242,629,2023-09-09,Regular,109.08,242,2023-09-09,7.64,116.72
243,606,2024-05-17,Regular,81.3,243,2024-05-17,5.69,86.99
244,675,2023-04-29,Regular,87.48,244,2023-04-29,6.12,93.6
245,611,2024-11-04,Regular,56.91,245,2024-11-04,3.98,60.89
246,625,2024-12-10,Regular,95.3,246,2024-12-10,6.67,101.97
247,359,2024-05-12,Regular,95.05,247,2024-05-12,6.65,101.7
248,603,2024-04-30,Regular,61.08,248,2024-04-30,4.28,65.36
249,858,2023-02-14,Regular,85.91,249,2023-02-14,6.01,91.92
250,718,2023-11-10,Regular,39.67,250,2023-11-10,2.78,42.45
251,17,2023-06-28,Premium,89.48,251,2023-06-28,6.26,95.74
252,274,2024-02-22,Regular,63.55,252,2024-02-22,4.45,68.0
253,685,2024-07-09,Premium,50.46,253,2024-07-09,3.53,53.99
254,116,2023-03-19,Regular,83.05,254,2023-03-19,5.81,88.86
255,861,2023-11-22,Premium,39.57,255,2023-11-22,2.77,42.34
256,980,2024-11-20,Regular,81.85,256,2024-11-20,5.73,87.58
257,693,2023-12-23,Regular,52.35,257,2023-12-23,3.66,56.01
258,91,2024-02-20,Regular,48.07,258,2024-02-20,3.36,51.43
259,82,2024-05-29,Regular,76.2,259,2024-05-29,5.33,81.53
260,324,2023-08-02,Regular,71.55,260,2023-08-02,5.01,76.56
261,961,2023-03-15,Regular,104.14,261,2023-03-15,7.29,111.43
262,114,2024-07-16,VIP,49.3,262,2024-07-16,3.45,52.75
263,769,2024-08-01,Regular,102.5,263,2024-08-01,7.18,109.68
264,58,2024-05-23,Regular,52.25,264,2024-05-23,3.66,55.91
265,154,2023-11-28,Premium,93.39,265,2023-11-28,6.54,99.93
266,877,2023-04-03,Regular,97.12,266,2023-04-03,6.8,103.92
267,404,2024-11-18,Premium,81.43,267,2024-11-18,5.7,87.13
268,628,2024-10-18,Regular,59.18,268,2024-10-18,4.14,63.32
269,855,2024-06-02,Premium,44.54,269,2024-06-02,3.12,47.66
270,266,2023-09-26,Regular,35.96,270,2023-09-26,2.52,38.48
271,315,2024-01-11,Premium,112.05,271,2024-01-11,7.84,119.89
272,715,2023-01-04,Premium,69.06,272,2023-01-04,4.83,73.89
273,41,2023-05-18,Regular,52.91,273,2023-05-18,3.7,56.61
274,105,2023-08-19,Regular,52.14,274,2023-08-19,3.65,55.79
275,901,2024-08-22,Regular,78.36,275,2024-08-22,5.49,83.85
276,890,2024-06-12,VIP,67.1,276,2024-06-12,4.7,71.8
277,193,2023-02-21,Regular,36.61,277,2023-02-21,2.56,39.17
278,401,2024-10-07,Regular,92.29,278,2024-10-07,6.46,98.75
279,278,2024-12-23,Regular,81.7,279,2024-12-23,5.72,87.42
280,354,2023-11-21,Regular,111.8,280,2023-11-21,7.83,119.63
281,749,2024-12-31,Regular,97.82,281,2024-12-31,6.85,104.67
282,937,2024-12-17,VIP,13.04,282,2024-12-17,0.91,13.95
283,733,2024-12-23,Regular,103.34,283,2024-12-23,7.23,110.57
284,580,2023-10-04,Premium,99.15,284,2023-10-04,6.94,106.09
285,709,2024-06-19,Regular,60.27,285,2024-06-19,4.22,64.49
286,256,2024-04-30,Regular,66.35,286,2024-04-30,4.64,70.99
287,651,2024-05-30,Regular,83.23,287,2024-05-30,5.83,89.06
288,824,2023-06-01,Regular,54.72,288,2023-06-01,3.83,58.55
289,947,2024-04-27,VIP,70.15,289,2024-04-27,4.91,75.06
290,661,2023-09-16,Premium,95.0,290,2023-09-16,6.65,101.65
291,99,2023-11-20,Regular,85.35,291,2023-11-20,5.97,91.32
292,588,2023-06-17,Regular,61.66,292,2023-06-17,4.32,65.98
293,282,2024-11-18,Regular,95.46,293,2024-11-18,6.68,102.14
294,883,2023-11-06,VIP,81.06,294,2023-11-06,5.67,86.73
295,403,2024-04-23,Premium,80.37,295,2024-04-23,5.63,86.0
296,109,2023-02-25,Premium,64.7,296,2023-02-25,4.53,69.23
297,700,2024-09-11,Regular,74.87,297,2024-09-11,5.24,80.11
298,199,2024-04-17,Regular,59.52,298,2024-04-17,4.17,63.69
299,303,2023-10-23,Regular,36.19,299,2023-10-23,2.53,38.72
300,327,2024-04-05,Regular,69.4,300,2024-04-05,4.86,74.26
301,154,2023-11-20,Regular,72.56,301,2023-11-20,5.08,77.64
302,552,2023-05-21,Regular,77.75,302,2023-05-21,5.44,83.19
303,645,2024-10-28,Regular,99.24,303,2024-10-28,6.95,106.19
304,405,2023-09-19,Premium,61.95,304,2023-09-19,4.34,66.29
305,462,2024-02-24,Premium,67.64,305,2024-02-24,4.73,72.37
306,132,2023-08-29,Regular,90.32,306,2023-08-29,6.32,96.64
307,791,2023-12-21,Regular,59.95,307,2023-12-21,4.2,64.15
308,874,2024-08-11,Regular,78.07,308,2024-08-11,5.46,83.53
309,84,2023-06-29,Premium,66.83,309,2023-06-29,4.68,71.51
310,399,2023-03-07,Premium,70.13,310,2023-03-07,4.91,75.04
311,754,2023-12-14,Premium,90.16,311,2023-12-14,6.31,96.47
312,628,2023-06-20,Premium,67.53,312,2023-06-20,4.73,72.26
313,109,2024-04-18,Regular,90.81,313,2024-04-18,6.36,97.17
314,221,2024-06-17,Regular,35.95,314,2024-06-17,2.52,38.47
315,904,2024-01-02,Regular,46.41,315,2024-01-02,3.25,49.66
316,553,2023-04-17,Regular,28.64,316,2023-04-17,2.0,30.64
317,368,2024-03-14,Premium,51.68,317,2024-03-14,3.62,55.3
318,147,2023-08-15,Regular,112.14,318,2023-08-15,7.85,119.99
319,112,2024-03-19,Regular,74.65,319,2024-03-19,5.23,79.88
320,615,2024-03-17,Regular,60.57,320,2024-03-17,4.24,64.81
321,558,2024-01-31,VIP,90.66,321,2024-01-31,6.35,97.01
322,924,2024-12-28,Regular,93.48,322,2024-12-28,6.54,100.02
323,494,2024-08-03,Premium,50.58,323,2024-08-03,3.54,54.12
324,505,2023-03-25,Regular,124.96,324,2023-03-25,8.75,133.71
325,475,2024-09-06,Regular,80.53,325,2024-09-06,5.64,86.17
326,836,2024-07-04,Regular,83.05,326,2024-07-04,5.81,88.86
327,890,2023-01-13,Premium,84.94,327,2023-01-13,5.95,90.89
328,271,2024-11-23,Regular,84.9,328,2024-11-23,5.94,90.84
329,995,2024-05-07,Premium,62.57,329,2024-05-07,4.38,66.95
330,421,2023-09-25,Regular,117.25,330,2023-09-25,8.21,125.46
331,897,2024-06-08,Regular,69.3,331,2024-06-08,4.85,74.15
332,707,2023-04-30,VIP,94.15,332,2023-04-30,6.59,100.74
333,367,2023-12-19,Regular,65.5,333,2023-12-19,4.59,70.09
334,280,2023-02-26,Regular,61.95,334,2023-02-26,4.34,66.29
335,283,2023-02-09,Premium,113.04,335,2023-02-09,7.91,120.95
336,40,2023-12-02,Regular,72.83,336,2023-12-02,5.1,77.93
337,959,2024-10-01,Premium,74.32,337,2024-10-01,5.2,79.52
338,189,2023-06-22,Regular,80.67,338,2023-06-22,5.65,86.32
339,164,2024-06-30,Regular,127.04,339,2024-06-30,8.89,135.93
340,994,2023-09-16,Regular,118.38,340,2023-09-16,8.29,126.67
341,989,2024-05-31,Premium,100.68,341,2024-05-31,7.05,107.73
342,536,2024-12-30,Regular,132.07,342,2024-12-30,9.24,141.31
343,536,2024-06-06,Premium,56.11,343,2024-06-06,3.93,60.04
344,4,2023-04-27,VIP,88.12,344,2023-04-27,6.17,94.29
345,835,2023-07-03,Regular,76.52,345,2023-07-03,5.36,81.88
346,290,2023-04-26,Regular,39.62,346,2023-04-26,2.77,42.39
347,953,2023-06-11,Regular,84.26,347,2023-06-11,5.9,90.16
348,433,2024-08-01,Regular,65.18,348,2024-08-01,4.56,69.74
349,471,2024-12-12,Regular,105.67,349,2024-12-12,7.4,113.07
350,181,2024-06-26,Premium,67.1,350,2024-06-26,4.7,71.8
351,248,2024-08-09,VIP,65.96,351,2024-08-09,4.62,70.58
352,628,2023-08-25,VIP,105.66,352,2023-08-25,7.4,113.06
353,279,2023-03-07,Premium,73.69,353,2023-03-07,5.16,78.85
354,877,2023-03-11,Premium,98.26,354,2023-03-11,6.88,105.14
355,581,2024-03-22,Regular,83.49,355,2024-03-22,5.84,89.33
356,863,2024-02-20,Premium,83.76,356,2024-02-20,5.86,89.62
357,254,2024-06-15,Premium,70.12,357,2024-06-15,4.91,75.03
358,181,2024-03-16,Regular,85.04,358,2024-03-16,5.95,90.99
359,830,2024-04-08,VIP,72.37,359,2024-04-08,5.07,77.44
360,681,2024-01-31,Regular,58.92,360,2024-01-31,4.12,63.04
361,825,2024-12-11,Premium,72.91,361,2024-12-11,5.1,78.01
362,509,2024-07-04,Premium,100.76,362,2024-07-04,7.05,107.81
363,761,2024-10-18,VIP,85.72,363,2024-10-18,6.0,91.72
364,700,2024-07-10,Regular,90.37,364,2024-07-10,6.33,96.7
365,566,2024-01-30,Premium,75.03,365,2024-01-30,5.25,80.28
366,326,2023-11-22,Regular,36.24,366,2023-11-22,2.54,38.78
367,357,2023-04-01,Regular,50.57,367,2023-04-01,3.54,54.11
368,825,2023-03-11,Premium,69.22,368,2023-03-11,4.85,74.07
369,650,2023-06-15,Regular,52.3,369,2023-06-15,3.66,55.96
370,680,2024-10-03,Premium,64.51,370,2024-10-03,4.52,69.03
371,391,2023-08-02,Regular,63.79,371,2023-08-02,4.47,68.26
372,615,2024-08-23,Regular,64.39,372,2024-08-23,4.51,68.9
373,934,2023-12-01,Premium,103.74,373,2023-12-01,7.26,111.0
374,85,2024-01-04,Regular,73.94,374,2024-01-04,5.18,79.12
375,317,2024-08-06,Regular,93.69,375,2024-08-06,6.56,100.25
376,212,2024-11-07,VIP,78.28,376,2024-11-07,5.48,83.76
377,515,2023-02-18,Regular,103.31,377,2023-02-18,7.23,110.54
378,384,2023-02-21,Premium,95.42,378,2023-02-21,6.68,102.1
379,691,2023-10-16,Regular,63.17,379,2023-10-16,4.42,67.59
380,342,2024-09-17,Regular,114.23,380,2024-09-17,8.0,122.23
381,815,2023-08-27,Regular,65.91,381,2023-08-27,4.61,70.52
382,964,2023-05-13,Regular,79.0,382,2023-05-13,5.53,84.53
383,988,2023-06-15,Regular,82.54,383,2023-06-15,5.78,88.32
384,844,2024-01-09,Regular,84.77,384,2024-01-09,5.93,90.7
385,38,2024-01-08,Regular,90.92,385,2024-01-08,6.36,97.28
386,511,2024-04-22,Regular,59.86,386,2024-04-22,4.19,64.05
