session_id,user_id,session_date,duration_minutes,device
74,711,2024-05-16,11.95,Mobile
75,128,2024-08-09,21.26,Desktop
76,376,2023-07-10,43.65,Desktop
77,995,2024-12-11,41.73,Tablet
78,665,2024-11-05,5.48,Tablet
79,881,2024-10-12,3.11,Desktop
80,783,2023-02-18,26.83,Desktop
81,851,2023-12-29,40.6,Tablet
82,956,2024-09-18,4.84,Desktop
83,83,2024-11-10,13.95,Desktop
84,535,2024-05-10,61.27,Mobile
85,523,2023-10-04,86.59,Tablet
86,699,2023-02-16,18.16,Desktop
87,981,2023-08-04,2.49,Mobile
88,628,2023-08-18,8.94,Mobile
89,674,2024-09-30,7.96,Mobile
90,103,2023-11-19,8.19,Mobile
91,755,2024-02-25,20.43,Mobile
92,519,2023-08-13,26.26,Mobile
93,362,2024-10-23,3.92,Mobile
94,684,2023-10-14,66.04,Tablet
95,256,2023-02-15,29.03,Tablet
96,247,2023-01-14,27.28,Tablet
97,987,2024-09-24,130.94,Mobile
98,192,2024-01-10,29.68,Desktop
99,626,2024-12-03,79.34,Mobile
100,535,2023-11-29,10.12,Tablet
101,870,2023-06-15,8.24,Tablet
102,314,2024-05-21,21.8,Mobile
103,276,2023-04-27,21.32,Tablet
104,923,2024-09-27,7.7,Desktop
105,373,2024-07-19,36.08,Desktop
106,444,2024-03-14,0.9,Desktop
107,648,2023-10-31,35.2,Mobile
108,869,2024-04-01,18.33,Tablet
109,195,2023-09-28,35.04,Tablet
110,258,2024-12-11,19.45,Desktop
111,790,2023-08-04,113.61,Tablet
112,582,2023-04-23,12.22,Mobile
113,871,2023-01-16,121.49,Desktop
114,360,2023-08-04,2.02,Mobile
115,548,2024-03-02,34.54,Mobile
116,108,2023-05-15,18.17,Tablet
117,24,2023-02-12,51.8,Mobile
118,652,2023-10-11,46.76,Desktop
119,465,2023-04-08,48.31,Mobile
120,22,2023-03-01,2.99,Tablet
121,502,2023-08-18,51.84,Mobile
122,851,2024-10-04,7.23,Mobile
123,841,2024-01-20,0.78,Tablet
124,716,2023-06-08,7.37,Tablet
125,892,2024-04-15,19.58,Tablet
126,736,2024-08-18,40.66,Tablet
127,501,2023-07-27,7.4,Tablet
128,735,2023-06-23,3.6,Tablet
129,593,2023-03-22,31.15,Tablet
130,407,2023-01-18,123.86,Mobile
131,330,2024-12-08,27.55,Mobile
132,703,2023-10-18,35.24,Mobile
133,286,2023-12-26,24.71,Desktop
134,147,2023-10-06,45.75,Tablet
135,794,2024-02-01,111.65,Mobile
136,986,2023-05-22,23.57,Tablet
137,384,2024-11-07,16.18,Desktop
138,11,2024-05-31,59.06,Tablet
139,276,2023-09-08,104.93,Mobile
140,886,2024-10-23,4.15,Desktop
141,568,2024-06-23,25.89,Tablet
142,685,2023-08-25,47.17,Desktop
143,964,2023-05-12,22.86,Tablet
144,303,2023-11-02,15.79,Desktop
145,204,2023-12-24,31.95,Mobile
146,345,2023-10-12,9.45,Tablet
147,760,2023-10-20,12.88,Tablet
148,826,2023-06-12,145.91,Tablet
149,266,2024-02-23,30.36,Mobile
150,22,2024-04-12,61.89,Desktop
151,839,2024-10-03,49.47,Mobile
152,536,2024-07-23,31.69,Desktop
153,706,2024-05-21,55.11,Tablet
154,96,2024-10-19,10.15,Desktop
155,981,2024-04-22,30.41,Desktop
156,445,2023-12-28,26.79,Tablet
157,263,2023-11-08,29.22,Tablet
158,584,2024-09-25,5.54,Desktop
159,755,2024-12-04,9.74,Tablet
160,383,2023-09-02,10.13,Tablet
161,550,2024-04-21,27.64,Desktop
162,917,2024-09-06,107.86,Mobile
163,392,2024-03-11,92.42,Mobile
164,889,2023-09-07,7.73,Tablet
165,601,2023-01-22,10.91,Desktop
166,540,2024-04-21,1.1,Tablet
167,92,2024-07-25,15.27,Mobile
168,566,2024-05-25,54.0,Mobile
169,159,2023-12-02,74.22,Desktop
170,884,2024-10-07,8.1,Desktop
171,228,2023-12-08,9.27,Mobile
172,473,2023-12-04,7.49,Desktop
173,372,2024-04-24,12.93,Mobile
174,376,2023-02-11,49.01,Tablet
175,553,2023-03-15,31.23,Mobile
176,37,2023-01-22,46.25,Mobile
177,637,2023-08-08,26.24,Desktop
178,934,2023-03-20,8.94,Desktop
179,691,2023-08-23,7.76,Desktop
180,844,2023-06-06,0.27,Tablet
181,37,2023-11-23,45.56,Desktop
182,101,2023-04-24,56.34,Tablet
183,543,2024-08-30,43.87,Desktop
184,190,2024-10-03,2.32,Desktop
185,512,2024-09-12,43.09,Mobile
186,658,2024-08-09,1.41,Mobile
187,90,2023-10-02,3.35,Mobile
188,6,2024-01-16,17.42,Tablet
189,905,2023-01-20,19.4,Desktop
190,139,2024-11-03,50.8,Mobile
191,95,2023-07-28,34.14,Desktop
192,631,2024-08-28,4.99,Mobile
193,878,2024-08-16,7.69,Desktop
194,632,2024-09-07,10.09,Mobile
195,386,2023-06-09,3.96,Mobile
196,123,2024-07-26,10.18,Mobile
197,285,2023-02-07,39.12,Mobile
198,366,2023-04-28,8.29,Mobile
199,889,2024-01-25,54.12,Desktop
200,691,2024-11-10,19.02,Mobile
201,490,2024-01-12,11.7,Desktop
202,325,2024-01-11,15.95,Mobile
203,407,2024-08-03,37.08,Desktop
204,996,2024-08-17,21.82,Mobile
205,519,2023-02-11,0.22,Mobile
206,896,2024-09-02,76.66,Mobile
207,824,2024-04-14,2.05,Tablet
208,639,2024-04-02,83.72,Desktop
209,77,2023-05-10,0.86,Desktop
210,234,2023-01-28,44.22,Mobile
211,830,2024-09-20,22.95,Mobile
212,586,2023-11-22,21.14,Mobile
213,484,2024-05-23,2.27,Tablet
214,464,2024-09-10,8.18,Mobile
215,271,2023-11-21,45.09,Mobile
216,821,2023-06-09,66.56,Desktop
217,939,2024-05-30,22.59,Tablet
218,467,2024-10-22,13.08,Desktop
219,469,2023-09-11,1.85,Tablet
220,632,2023-09-05,34.39,Tablet
221,547,2023-12-19,9.79,Desktop
222,719,2024-02-02,1.7,Desktop
223,270,2024-08-04,32.89,Tablet
224,605,2023-07-22,19.95,Tablet
225,965,2023-10-29,0.36,Mobile
226,378,2023-05-28,3.53,Mobile
227,177,2023-08-09,36.04,Desktop
228,274,2024-11-28,1.97,Tablet
229,691,2024-07-13,60.29,Desktop
230,641,2023-09-20,11.19,Mobile
231,637,2023-10-23,2.79,Mobile
232,27,2023-11-11,42.78,Mobile
233,576,2023-10-19,22.3,Tablet
234,60,2024-11-14,10.99,Desktop
235,731,2023-01-31,15.63,Tablet
236,217,2024-11-12,0.65,Tablet
237,681,2023-02-13,32.6,Mobile
238,661,2024-07-08,13.66,Mobile
239,270,2023-05-14,37.56,Desktop
240,116,2023-12-15,29.68,Tablet
241,245,2023-08-07,31.6,Desktop
242,660,2024-03-25,47.24,Desktop
243,604,2024-05-18,29.92,Desktop
244,85,2023-03-27,16.28,Desktop
245,599,2023-09-08,14.83,Mobile
246,907,2023-09-22,3.82,Desktop
247,632,2024-06-06,45.35,Mobile
248,450,2023-03-21,42.95,Desktop
249,852,2024-09-12,8.48,Mobile
250,536,2024-04-05,59.56,Desktop
251,887,2024-09-21,26.68,Tablet
252,89,2023-09-09,19.54,Tablet
253,549,2023-01-18,0.53,Mobile
254,854,2023-09-13,14.47,Mobile
255,895,2023-09-02,30.71,Desktop
256,507,2023-06-02,2.82,Tablet
257,408,2024-08-31,18.46,Desktop
258,271,2024-05-14,150.78,Mobile
259,524,2024-04-02,37.82,Desktop
260,494,2024-11-28,23.75,Tablet
261,607,2024-06-25,22.84,Tablet
262,448,2023-04-25,1.34,Tablet
263,543,2024-03-22,94.62,Tablet
264,949,2023-12-19,79.01,Tablet
265,350,2024-09-16,34.41,Mobile
266,745,2024-06-24,3.13,Desktop
267,852,2023-11-18,6.99,Desktop
268,328,2024-04-03,6.1,Desktop
269,812,2023-08-14,21.99,Mobile
270,286,2023-12-27,6.99,Mobile
271,35,2024-06-14,35.7,Mobile
272,533,2023-04-22,23.64,Mobile
273,623,2023-07-31,0.53,Desktop
274,488,2023-08-21,40.88,Tablet
275,831,2023-06-08,6.28,Tablet
276,860,2024-07-25,52.27,Mobile
277,487,2023-11-20,13.16,Desktop
278,145,2023-04-03,12.4,Desktop
279,524,2023-09-05,0.36,Mobile
280,756,2024-10-31,132.02,Desktop
281,146,2023-05-21,28.4,Tablet
282,751,2024-02-08,16.48,Mobile
283,503,2024-02-08,3.05,Desktop
284,604,2024-08-23,36.03,Desktop
285,828,2024-10-28,9.97,Desktop
286,835,2024-02-18,133.4,Mobile
287,627,2024-03-15,90.2,Tablet
288,527,2023-08-21,39.87,Desktop
289,272,2023-07-12,106.29,Mobile
290,534,2023-04-09,3.35,Mobile
291,630,2023-04-23,9.85,Desktop
292,881,2024-09-10,8.76,Mobile
293,95,2024-06-19,2.24,Tablet
294,447,2023-10-08,107.51,Tablet
295,415,2024-12-16,1.86,Mobile
296,257,2024-06-06,58.28,Desktop
297,843,2023-12-16,43.85,Tablet
298,262,2023-11-12,14.14,Desktop
299,87,2024-12-17,0.57,Mobile
300,905,2024-05-14,0.18,Tablet
301,436,2024-06-20,6.84,Desktop
302,976,2024-10-13,20.43,Mobile
303,830,2024-09-26,18.37,Desktop
304,570,2024-03-11,26.41,Tablet
305,742,2024-06-06,44.35,Mobile
306,108,2024-08-15,14.21,Mobile
307,19,2024-03-19,5.24,Desktop
308,365,2024-09-12,48.29,Desktop
309,653,2023-07-27,12.14,Mobile
310,379,2023-10-03,10.14,Tablet
311,160,2024-05-11,43.36,Tablet
312,100,2023-10-24,81.61,Desktop
313,265,2024-01-09,73.94,Desktop
314,750,2024-07-28,4.44,Desktop
315,750,2023-07-03,20.98,Tablet
316,49,2023-02-01,2.92,Tablet
317,677,2023-10-10,97.31,Desktop
318,799,2024-03-07,7.27,Desktop
319,415,2024-06-02,6.6,Mobile
320,59,2024-11-16,65.92,Mobile
321,183,2024-04-06,103.12,Mobile
322,659,2024-01-03,35.88,Mobile
323,447,2024-10-19,3.87,Desktop
324,898,2023-09-09,19.96,Tablet
325,301,2023-06-15,50.88,Tablet
326,608,2024-09-06,25.49,Mobile
327,555,2024-12-05,4.27,Tablet
328,354,2024-06-12,5.66,Mobile
329,769,2024-08-24,59.88,Desktop
330,213,2024-01-06,22.46,Mobile
331,189,2024-08-20,36.71,Tablet
332,643,2023-04-13,14.01,Tablet
333,347,2024-08-16,22.81,Tablet
334,812,2023-05-06,113.3,Desktop
335,903,2023-02-07,12.0,Mobile
336,801,2023-12-14,33.7,Desktop
337,137,2023-08-01,5.68,Desktop
338,30,2023-11-15,3.89,Mobile
339,146,2024-03-01,45.92,Tablet
340,824,2023-09-04,55.76,Tablet
341,986,2024-10-09,33.11,Tablet
342,468,2023-10-13,5.17,Tablet
343,998,2023-08-19,8.26,Desktop
344,617,2023-11-16,72.63,Mobile
345,503,2024-05-26,10.22,Mobile
346,799,2024-06-04,51.25,Mobile
347,968,2023-08-13,10.1,Desktop
348,191,2024-05-20,84.13,Tablet
349,471,2023-04-17,73.76,Tablet
350,690,2024-11-29,1.33,Mobile
351,345,2024-08-29,44.14,Tablet
352,751,2024-12-07,5.57,Desktop
353,1,2023-11-27,7.27,Tablet
354,110,2023-01-05,18.48,Tablet
355,850,2024-04-12,25.76,Tablet
356,787,2024-05-30,11.83,Mobile
357,883,2023-06-12,25.7,Desktop
358,894,2024-10-14,5.61,Mobile
359,746,2024-06-14,0.68,Desktop
360,64,2023-03-23,25.4,Mobile
361,756,2024-04-25,21.86,Desktop
362,53,2024-05-30,35.1,Desktop
363,262,2024-10-01,31.48,Mobile
364,529,2023-07-06,68.33,Mobile
365,302,2023-05-26,18.46,Tablet
366,968,2023-06-01,0.25,Desktop
367,886,2023-12-29,29.88,Desktop
368,234,2023-04-03,33.73,Desktop
369,73,2023-01-31,22.11,Desktop
370,357,2024-06-23,35.07,Desktop
371,951,2024-10-10,11.73,Tablet
372,603,2024-08-24,4.83,Tablet
373,484,2023-02-18,32.77,Tablet
374,6,2023-09-15,8.44,Desktop
375,710,2024-06-01,18.28,Mobile
376,877,2024-06-24,20.3,Mobile
377,708,2024-02-14,19.46,Desktop
378,982,2023-06-05,27.37,Tablet
379,808,2024-06-29,0.9,Mobile
380,859,2024-03-15,137.22,Mobile
381,997,2023-08-25,37.8,Tablet
382,834,2024-10-11,16.62,Desktop
383,137,2024-01-03,6.37,Desktop
384,779,2023-02-26,2.51,Desktop
385,404,2023-06-24,33.46,Desktop
386,628,2023-08-02,11.44,Desktop
387,555,2023-01-27,7.82,Mobile
388,743,2023-04-29,14.34,Tablet
389,570,2023-05-27,26.96,Mobile
390,206,2023-09-22,33.42,Mobile
391,410,2024-02-07,31.08,Mobile
392,806,2023-09-15,59.69,Tablet
393,606,2023-07-08,7.41,Mobile
394,36,2024-05-13,30.38,Mobile
395,230,2024-12-10,3.2,Desktop
396,227,2023-08-27,23.82,Tablet
397,695,2023-11-23,26.31,Desktop
398,262,2023-03-11,7.31,Desktop
399,131,2024-12-05,14.91,Mobile
400,577,2023-01-25,52.67,Desktop
401,892,2024-08-04,4.82,Mobile
402,448,2023-06-05,17.1,Desktop
403,186,2024-10-19,80.97,Tablet
404,629,2023-08-07,21.04,Tablet
405,186,2024-07-14,38.74,Desktop
406,274,2024-01-14,52.61,Mobile
407,663,2023-07-13,6.84,Mobile
408,352,2023-02-09,7.39,Mobile
409,413,2024-08-19,42.64,Desktop
410,151,2023-12-09,41.99,Mobile
411,384,2024-05-17,1.86,Desktop
412,36,2024-03-25,11.68,Tablet
413,326,2023-12-02,15.25,Mobile
414,465,2023-01-04,52.99,Desktop
415,466,2024-05-31,16.44,Mobile
416,95,2024-05-11,78.08,Desktop
417,134,2023-08-14,170.59,Mobile
418,162,2023-05-30,45.52,Tablet
419,556,2023-08-26,32.93,Desktop
420,300,2024-10-21,14.92,Desktop
421,795,2023-04-13,2.08,Tablet
422,356,2023-06-24,25.54,Tablet
423,240,2024-04-05,13.47,Mobile
424,564,2023-02-03,12.96,Desktop
425,938,2024-11-14,34.91,Desktop
426,793,2024-06-01,18.69,Mobile
427,586,2024-03-15,41.84,Mobile
428,807,2023-10-12,15.23,Desktop
429,750,2023-08-13,4.91,Tablet
430,167,2024-07-18,18.56,Mobile
431,140,2023-09-14,90.49,Desktop
432,139,2023-02-28,48.51,Mobile
433,881,2023-09-03,6.91,Tablet
434,235,2024-06-02,14.89,Desktop
435,3,2023-08-02,78.85,Desktop
436,256,2024-08-12,3.96,Desktop
437,371,2024-12-01,8.79,Tablet
438,278,2023-08-04,9.12,Mobile
439,516,2024-02-07,25.38,Tablet
440,904,2023-10-10,15.87,Tablet
441,782,2024-07-26,2.5,Tablet
442,212,2024-07-26,29.76,Desktop
443,216,2023-08-03,3.13,Tablet
444,270,2024-01-17,27.97,Desktop
445,476,2023-02-14,21.22,Desktop
446,528,2023-06-21,20.42,Mobile
447,928,2023-08-09,2.1,Mobile
448,64,2024-01-20,30.58,Tablet
449,751,2023-04-05,16.93,Desktop
450,460,2023-02-13,15.89,Desktop
451,16,2023-08-16,27.22,Mobile
452,564,2024-07-27,27.96,Desktop
453,19,2023-11-13,0.45,Tablet
454,325,2024-12-31,4.01,Desktop
455,908,2023-12-01,8.1,Tablet
456,93,2024-08-23,33.99,Mobile
457,773,2024-09-15,25.79,Mobile
458,810,2024-12-19,42.52,Desktop
459,17,2024-04-11,40.48,Desktop
460,623,2024-12-15,57.56,Mobile
461,840,2023-10-24,14.19,Tablet
462,872,2024-06-28,12.7,Tablet
463,488,2024-05-03,53.34,Tablet
464,94,2023-08-03,8.14,Mobile
465,10,2024-06-07,18.55,Mobile
466,724,2023-01-02,6.48,Mobile
467,749,2024-10-22,73.55,Desktop
468,766,2024-10-15,15.72,Mobile
469,528,2023-07-26,7.17,Tablet
470,489,2023-12-07,35.33,Tablet
471,144,2024-12-04,8.42,Mobile
472,554,2024-02-11,86.21,Mobile
473,515,2023-11-02,13.75,Tablet
474,919,2024-05-21,32.78,Mobile
475,470,2024-04-13,12.7,Desktop
476,377,2024-12-16,49.39,Mobile
477,668,2024-07-11,68.17,Tablet
478,494,2024-05-09,46.52,Tablet
479,685,2023-09-18,56.61,Mobile
480,484,2024-07-31,3.22,Tablet
481,452,2024-10-23,77.34,Mobile
482,998,2024-08-04,29.37,Tablet
483,536,2023-12-30,61.03,Tablet
484,787,2024-05-28,34.6,Tablet
485,75,2024-06-24,6.76,Mobile
486,40,2024-07-26,28.21,Mobile
487,302,2024-09-03,2.86,Mobile
488,552,2024-03-30,35.69,Desktop
489,62,2023-05-24,15.78,Desktop
490,750,2023-07-11,4.94,Desktop
491,503,2023-12-19,116.23,Tablet
492,999,2023-10-26,69.4,Tablet
493,245,2024-04-04,67.2,Mobile
494,18,2024-03-02,46.65,Tablet
495,652,2024-12-16,35.33,Desktop
496,398,2023-01-31,31.93,Desktop
497,594,2023-11-28,3.36,Mobile
498,189,2024-02-15,69.25,Tablet
499,620,2023-02-21,63.89,Tablet
500,746,2024-01-19,41.33,Desktop
501,780,2023-08-31,78.65,Mobile
502,104,2024-11-16,24.16,Desktop
503,923,2024-09-03,17.81,Tablet
504,646,2024-02-21,103.21,Desktop
505,344,2024-04-19,18.72,Desktop
506,371,2024-01-27,30.76,Tablet
507,33,2024-01-24,14.01,Tablet
508,749,2024-07-26,30.34,Tablet
509,374,2024-11-30,38.2,Desktop
510,848,2024-04-13,29.4,Desktop
511,178,2024-02-12,21.68,Desktop
512,12,2024-06-02,10.7,Mobile
513,863,2023-07-08,30.97,Mobile
514,953,2024-08-17,71.72,Tablet
515,741,2023-12-17,0.21,Mobile
516,821,2023-10-10,4.31,Tablet
517,781,2024-09-27,3.83,Desktop
518,890,2023-06-06,77.0,Tablet
519,456,2024-08-21,32.61,Desktop
520,870,2023-05-28,90.96,Tablet
521,643,2023-03-11,26.23,Mobile
522,249,2024-01-05,18.58,Desktop
523,448,2024-08-10,47.16,Desktop
524,980,2024-09-17,5.26,Desktop
525,570,2024-05-29,14.41,Mobile
526,4,2023-08-22,18.84,Mobile
527,236,2024-11-09,10.63,Mobile
528,173,2024-09-02,13.92,Desktop
529,322,2024-09-27,2.44,Tablet
530,371,2024-04-11,6.62,Tablet
531,548,2024-07-10,12.26,Mobile
532,791,2023-10-14,47.67,Tablet
533,749,2024-09-09,6.05,Desktop
534,787,2023-10-21,12.77,Desktop
535,296,2024-04-25,2.01,Mobile
536,840,2023-05-14,24.43,Mobile
537,400,2023-01-08,28.34,Tablet
538,58,2023-01-28,60.19,Tablet
539,875,2024-06-03,51.3,Tablet
540,530,2023-11-06,10.08,Mobile
541,548,2024-10-07,4.42,Mobile
542,408,2024-06-24,5.09,Mobile
543,641,2024-09-18,104.18,Desktop
544,513,2024-05-08,33.55,Tablet
545,64,2023-02-03,1.31,Mobile
546,574,2023-01-07,4.41,Mobile
547,878,2023-02-09,19.95,Mobile
548,420,2023-11-26,6.99,Tablet
549,843,2023-03-03,48.84,Tablet
550,146,2023-03-27,25.54,Desktop
551,272,2024-12-25,28.45,Desktop
552,17,2023-04-26,18.64,Desktop
553,792,2024-07-30,8.87,Desktop
554,98,2023-10-24,26.7,Mobile
555,452,2024-01-14,37.87,Desktop
556,739,2024-11-12,13.91,Mobile
557,975,2024-09-19,21.09,Mobile
558,898,2023-11-18,54.92,Tablet
559,243,2024-09-19,4.83,Mobile
560,479,2024-01-30,23.64,Tablet
561,201,2023-12-23,12.85,Desktop
562,906,2024-07-15,36.4,Desktop
563,949,2024-02-23,0.57,Tablet
564,473,2024-04-22,33.3,Tablet
565,179,2023-12-02,3.26,Desktop
566,508,2024-08-13,2.01,Mobile
567,453,2023-01-20,38.69,Mobile
568,270,2024-02-16,30.68,Tablet
569,234,2024-07-02,67.6,Mobile
570,624,2023-09-16,22.0,Mobile
571,486,2024-08-27,22.65,Desktop
572,1000,2024-11-29,36.83,Tablet
573,578,2023-12-23,11.72,Desktop
574,338,2023-07-20,1.13,Mobile
575,861,2024-02-15,7.84,Mobile
576,949,2023-10-15,8.15,Desktop
577,757,2023-02-17,12.27,Mobile
578,757,2024-07-11,86.19,Mobile
579,980,2024-01-05,49.02,Desktop
580,448,2023-08-19,82.45,Mobile
581,584,2023-04-05,197.34,Desktop
582,357,2023-10-30,17.06,Tablet
583,49,2023-08-06,7.73,Mobile
584,496,2024-07-05,24.63,Mobile
585,346,2024-01-22,63.89,Desktop
586,702,2024-12-15,18.81,Tablet
587,293,2024-09-19,21.12,Mobile
588,689,2023-04-01,4.33,Mobile
589,964,2023-02-27,16.37,Tablet
590,673,2024-03-09,14.68,Mobile
591,150,2024-06-05,13.0,Desktop
592,582,2024-04-27,65.49,Tablet
593,545,2024-01-02,1.83,Tablet
594,796,2024-02-11,107.42,Mobile
595,856,2024-06-01,0.25,Tablet
596,260,2023-11-27,87.34,Tablet
597,322,2024-11-30,23.83,Tablet
598,77,2023-08-23,36.36,Mobile
599,110,2024-02-15,6.22,Tablet
600,817,2023-07-02,31.86,Mobile
601,896,2023-10-14,64.1,Tablet
602,651,2023-05-03,4.51,Desktop
603,547,2023-06-07,4.08,Tablet
604,423,2023-11-19,10.87,Tablet
605,394,2023-01-13,5.29,Tablet
606,235,2024-07-19,3.52,Desktop
607,330,2024-07-08,34.03,Tablet
608,712,2024-09-12,7.22,Desktop
609,325,2024-11-08,32.99,Desktop
610,151,2024-09-09,59.4,Desktop
611,546,2024-07-16,31.67,Mobile
612,636,2023-07-23,3.81,Mobile
613,879,2023-10-29,25.57,Desktop
614,32,2023-02-12,15.01,Mobile
615,272,2024-08-19,12.62,Desktop
616,836,2024-12-29,11.51,Mobile
617,822,2024-10-31,79.54,Mobile
618,636,2024-05-20,40.7,Tablet
619,924,2024-09-30,4.31,Mobile
620,368,2023-07-10,19.39,Mobile
621,492,2023-03-01,11.49,Tablet
622,316,2024-04-10,114.42,Desktop
623,590,2024-01-14,114.54,Tablet
624,588,2024-03-04,11.55,Mobile
625,572,2023-03-03,13.02,Mobile
626,597,2023-10-29,27.44,Desktop
627,368,2024-09-29,19.58,Mobile
628,80,2023-06-21,7.19,Tablet
629,886,2024-05-19,32.4,Desktop
630,172,2023-03-04,12.2,Tablet
631,258,2023-01-16,31.81,Mobile
632,279,2024-11-21,14.52,Desktop
633,504,2023-04-11,36.14,Mobile
634,733,2023-06-25,33.06,Mobile
635,558,2023-07-12,21.33,Tablet
636,491,2023-09-30,36.6,Mobile
637,585,2024-04-11,18.54,Tablet
638,566,2023-06-24,3.7,Mobile
639,839,2023-08-22,6.03,Tablet
640,733,2023-08-04,8.47,Tablet
641,893,2024-05-05,1.96,Desktop
642,337,2024-02-21,37.28,Desktop
643,521,2024-06-16,13.74,Mobile
644,326,2024-03-26,2.95,Mobile
645,172,2023-10-07,51.44,Desktop
646,84,2023-09-01,34.53,Tablet
647,842,2024-11-05,18.06,Tablet
648,841,2023-05-26,8.53,Desktop
649,524,2023-03-08,4.94,Desktop
650,481,2023-04-13,18.4,Mobile
651,544,2023-11-06,64.95,Tablet
652,418,2024-09-28,6.26,Desktop
653,339,2023-04-27,25.23,Tablet
654,801,2024-04-16,97.86,Tablet
655,320,2023-11-17,30.41,Desktop
656,304,2024-03-10,17.39,Tablet
657,272,2024-01-05,37.8,Mobile
658,690,2024-11-30,52.22,Desktop
659,114,2023-07-06,26.79,Tablet
660,407,2024-08-10,61.63,Desktop
661,26,2024-04-13,21.68,Desktop
662,237,2024-10-22,53.16,Tablet
663,310,2024-12-07,91.11,Mobile
664,684,2024-04-17,20.87,Desktop
665,233,2024-07-09,27.87,Tablet
666,549,2024-03-29,28.21,Desktop
667,265,2024-03-21,45.62,Desktop
668,990,2024-11-12,51.94,Tablet
669,13,2023-04-04,0.83,Mobile
670,496,2023-02-07,39.66,Tablet
671,316,2024-04-26,45.95,Desktop
672,618,2023-04-21,36.16,Mobile
673,638,2024-02-14,37.52,Mobile
674,848,2023-06-17,1.27,Mobile
675,384,2024-07-19,17.5,Mobile
676,642,2024-02-01,51.14,Desktop
677,991,2023-05-07,81.55,Tablet
678,316,2023-02-11,7.82,Tablet
679,256,2023-02-10,25.97,Mobile
680,441,2024-07-15,48.94,Mobile
681,115,2024-05-01,41.88,Tablet
682,299,2024-11-01,28.94,Mobile
683,915,2024-02-03,0.57,Tablet
684,124,2023-07-01,38.61,Tablet
685,256,2023-06-30,44.52,Mobile
686,651,2024-11-08,38.5,Tablet
687,718,2024-12-18,43.55,Tablet
688,47,2024-04-08,16.91,Tablet
689,729,2023-02-19,152.27,Mobile
690,831,2024-02-12,44.19,Desktop
691,903,2024-02-05,25.93,Desktop
692,463,2023-05-26,81.63,Desktop
693,350,2023-10-25,71.64,Desktop
694,123,2023-05-25,50.55,Desktop
695,31,2023-01-16,24.88,Mobile
696,984,2023-03-26,22.47,Mobile
697,55,2023-08-04,11.96,Desktop
